symbol,company_name,sector,industry,country,market_cap,net_income,total_revenue,return_on_assets,return_on_equity,profit_margins,pe_trailing,pe_forward,earnings_growth,price_to_sales,price_to_book,revenue_growth,debt_to_equity,dividend_yield,payout_ratio,free_cashflow
PLRX,"Pliant Therapeutics, Inc.",Healthcare,Biotechnology,United States,74923504.0,-113218000.0,,-0.25785,-0.53616,0.0,,-1.1803381,,,0.4103086,,17.427,,0.0,-61810124.0
PLSE,"Pulse Biosciences, Inc.",Healthcare,Medical Instruments & Supplies,United States,1791839360.0,-74567000.0,751000.0,-0.45025003,-0.80722,0.0,,-29.420454,,2385.938,21.7746,,10.792,,0.0,-29080124.0
PLTK,Playtika Holding Corp.,Communication Services,Electronic Gaming & Multimedia,Israel,1300898048.0,-294500000.0,2794099968.0,0.05345,,-0.105399996,,3.5749006,,0.4655875,-3.134739,0.055,,11.66,1.6667,773737472.0
PLTR,Palantir Technologies Inc.,Technology,Software - Infrastructure,United States,328144093184.0,2281529088.0,5224174080.0,0.14702,0.32587,0.43673,153.79776,65.98917,3.25,62.812626,38.831207,0.847,2.477,,0.0,1752997120.0
PLUG,Plug Power Inc.,Industrials,Electrical Equipment & Parts,United States,5273360896.0,-1680242048.0,739758016.0,-0.13572,-1.28791,-2.2713401,,-23.008097,,7.1284943,7.0260224,0.223,130.532,,0.0,-407408128.0
PLUS,ePlus inc.,Technology,Software - Application,United States,2257086976.0,148108000.0,2407459072.0,0.06799,0.14623,0.055159997,15.244643,15.395852,0.463,0.9375391,2.0990386,0.246,12.522,1.17,0.08930001,46776376.0
PLXS,Plexus Corp.,Technology,Electronic Components,United States,7109715968.0,187536000.0,4310282752.0,0.043109998,0.132,0.043509997,38.90483,28.208067,0.291,1.6494778,4.7723556,0.187,17.967,,0.0,22556876.0
PLYA,,,,,,,,,,,,,,,,,,,,
PM,Philip Morris International Inc.,Consumer Defensive,Tobacco,United States,294552043520.0,11064999936.0,41493000192.0,0.15456,,0.26742,26.580872,20.690237,-0.093,7.098837,-29.437695,0.091,,3.11,0.8109,8575249920.0
PMT,PennyMac Mortgage Investment Trust,Real Estate,REIT - Mortgage,United States,915624768.0,100815000.0,675548032.0,0.00764,0.07577,0.21139999,9.051724,6.587202,,1.3553807,0.67886466,-0.241,1090.067,15.24,1.3792999,
PMTS,CPI Card Group Inc.,Financial Services,Credit Services,United States,197150944.0,12232000.0,567881024.0,0.08758,,0.021540001,16.843138,5.060383,-0.575,0.34716946,-14.070435,0.198,,,0.0,25783750.0
PNC,"The PNC Financial Services Group, Inc.",Financial Services,Banks - Regional,United States,88035016704.0,6851999744.0,23042000896.0,0.012560001,0.12104,0.31312,12.738524,10.424096,0.177,3.8206325,1.3852696,0.138,,3.1,0.3893,
PNFP,"Pinnacle Financial Partners, Inc.",Financial Services,Banks - Regional,United States,14680027136.0,625673024.0,2643606016.0,0.00736,0.061680004,0.24658,13.511822,8.200638,-0.497,5.5530314,1.0570583,1.564,,1.52,0.1697,
PNR,Pentair plc,Industrials,Specialty Industrial Machinery,United Kingdom,12091326464.0,655400000.0,4202299904.0,0.08878,0.1761,0.15975,18.798994,12.876446,0.13,2.8773117,3.1565626,0.026,54.634,1.42,0.2563,574212480.0
PNRG,PrimeEnergy Resources Corporation,Energy,Oil & Gas E&P,United States,419450304.0,21517000.0,179332000.0,0.047709998,0.10189,0.11998,28.965363,13.267143,-0.511,2.3389597,1.9621704,-0.164,0.371,,0.0,30485000.0
PNTG,"The Pennant Group, Inc.",Healthcare,Medical Care Facilities,United States,1179315456.0,30322000.0,1023227008.0,0.040900003,0.099750005,0.02963,39.441856,21.314163,0.091,1.1525453,3.4063063,0.36,116.617,,0.0,19087124.0
PNW,Pinnacle West Capital Corporation,Utilities,Utilities - Regulated Electric,United States,12475006976.0,654094976.0,5457255936.0,0.024920002,0.09559,0.11986,19.205223,18.45289,,2.2859488,1.7649379,0.114,212.957,3.54,0.6735,-831102848.0
PODD,Insulet Corporation,Healthcare,Medical Devices,United States,10727019520.0,302800000.0,2900800000.0,0.097449996,0.22997999,0.10438,36.26932,19.217619,1.59,3.697952,7.1945553,0.339,77.844,,0.0,253375008.0
POOL,Pool Corporation,Industrials,Industrial Distribution,United States,6728836096.0,404067008.0,5355884032.0,0.09491,0.34241,0.07582,16.970589,15.338681,0.021,1.2563447,5.937741,0.062,140.423,2.82,0.4596,224066624.0
POR,Portland General Electric Company,Utilities,Utilities - Regulated Electric,United States,5765668864.0,251000000.0,3527000064.0,0.024330001,0.06303,0.07117,22.241072,13.913442,-0.582,1.6347232,1.3994383,-0.053,129.539,4.27,0.9375,-302124992.0
POST,"Post Holdings, Inc.",Consumer Defensive,Packaged Foods,United States,4403995648.0,338500000.0,8448799744.0,0.04447,0.09616,0.04006,16.30369,11.177676,0.511,0.521257,1.3787086,0.047,238.094,,0.0,316475008.0
POWI,"Power Integrations, Inc.",Technology,Semiconductors,United States,3947760896.0,16603000.0,446283008.0,0.01798,0.02359,0.0372,236.16666,38.676537,-0.604,8.845869,5.826959,0.026,,1.21,2.8167002,79055376.0
POWL,"Powell Industries, Inc.",Industrials,Electrical Equipment & Parts,United States,10172444672.0,186931008.0,1132055040.0,0.13035,0.29899,0.16513,54.641876,40.61677,-0.016,8.985822,15.20392,0.065,0.276,0.13,0.0698,142181632.0
POWW,Outdoor Holding Company,Industrials,Aerospace & Defense,United States,241614752.0,-32243126.0,46019480.0,-0.053790003,-0.10873,-1.74578,,,,5.2502713,1.0182897,0.532,4.736,,0.0,28814882.0
PPC,Pilgrim's Pride Corporation,Consumer Defensive,Packaged Foods,United States,6771257856.0,887748992.0,18567176192.0,0.093109995,0.25812,0.047810003,7.6300263,7.537655,-0.656,0.3646897,1.8370771,0.016,89.62,,0.0,-900115520.0
PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals,United States,24024162304.0,1578000000.0,16120999936.0,0.062750004,0.20748,0.09832,15.44126,12.4425955,0.042,1.4902402,2.9644911,0.067,93.736,2.63,0.4026,728374976.0
PPL,PPL Corporation,Utilities,Utilities - Regulated Electric,United States,27325364224.0,1216999936.0,9312000000.0,0.031170001,0.08316,0.13091,22.28221,17.157326,0.073,2.9344249,1.8190014,0.108,135.116,3.14,0.6764,-1615124992.0
PPTA,Perpetua Resources Corp.,Basic Materials,Other Precious Metals & Mining,United States,3167392768.0,-140814000.0,,-0.21936001,-0.30653998,0.0,,-253.2,,,3.8763013,,0.437,,0.0,-114962448.0
PR,Permian Resources Corporation,Energy,Oil & Gas E&P,United States,17609799680.0,649496000.0,5076905984.0,0.05252,0.068569995,0.12793,22.966293,9.774339,-0.887,3.4686086,1.5104938,0.009,32.695,3.03,0.6854,-130821376.0
PRA,ProAssurance Corporation,Financial Services,Insurance - Property & Casualty,United States,1270582272.0,65198000.0,1095440000.0,0.01469,0.05069,0.059520002,19.539684,21.723595,,1.159883,0.9490768,-0.049,32.364,,0.0,47403752.0
PRAA,"PRA Group, Inc.",Financial Services,Credit Services,United States,558382592.0,-280591008.0,1246750976.0,0.049790002,-0.22754999,-0.22506,,5.182301,7.111,0.4478702,0.55712,0.167,356.969,,0.0,-437300128.0
PRAX,"Praxis Precision Medicines, Inc.",Healthcare,Biotechnology,United States,9578031104.0,-326532992.0,,-0.23035999,-0.35317,0.0,,-34.875717,,,6.7883816,,0.102,,0.0,-176025248.0
PRCH,"Porch Group, Inc.",Financial Services,Insurance - Property & Casualty,United States,1045895296.0,-16469000.0,498792000.0,0.03855,,-0.03302,,-12.746667,,2.0968566,-41.030045,0.156,1516.878,,0.0,43013248.0
PRCT,PROCEPT BioRobotics Corporation,Healthcare,Medical Devices,United States,1650646528.0,-102473000.0,322024000.0,-0.13541001,-0.27815,-0.31822002,,-33.487297,,5.1258492,4.7463174,0.202,22.434,,0.0,-43175248.0
PRDO,Perdoceo Education Corporation,Consumer Defensive,Education & Training Services,United States,2130652416.0,170176992.0,854835008.0,0.10138,0.17275,0.19908,12.969466,10.173653,0.308,2.4924722,2.1308084,0.041,11.725,1.76,0.2214,193125504.0
PRG,"PROG Holdings, Inc.",Industrials,Rental & Leasing Services,United States,1340593792.0,125980000.0,2483469056.0,0.13783,0.17634001,0.05964,8.513994,6.27473,0.064,0.5398069,1.774125,0.111,120.891,1.67,0.1349,1489874560.0
PRGO,Perrigo Company plc,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland,1552486528.0,-1792300032.0,4178400000.0,0.02088,-0.52232,-0.435,,4.7502117,,0.37155047,0.5259211,-0.072,153.222,10.34,109.5,108425000.0
PRGS,Progress Software Corporation,Technology,Software - Infrastructure,United States,1253100928.0,85000000.0,987614976.0,0.04662,0.18267,0.08607,15.271795,4.913673,1.208,1.2688153,2.5120203,0.041,275.766,,0.0,247741120.0
PRI,"Primerica, Inc.",Financial Services,Insurance - Life,United States,8723726336.0,769792000.0,3416160000.0,0.04626,0.32338002,0.22607,11.739404,10.562084,0.182,2.5536644,3.4797375,0.081,73.789,1.6,0.18129998,1071836864.0
PRIM,Primoris Services Corporation,Industrials,Engineering & Construction,United States,6377668096.0,248100000.0,7486700032.0,0.05509,0.15854,0.03314,25.949226,19.831095,-0.605,0.85186636,3.7858295,-0.054,55.107,0.27,0.0706,128238000.0
PRK,Park National Corporation,Financial Services,Banks - Regional,United States,3068734720.0,179603008.0,573172992.0,0.01571,0.1205,0.31335,15.557799,13.265715,-0.081,5.3539414,2.0154984,0.212,,2.56,0.39540002,
PRKS,United Parks & Resorts Inc.,Consumer Cyclical,Leisure,United States,1733644672.0,150418000.0,1653904000.0,0.087110005,,0.090950005,13.827066,8.309498,,1.0482136,-4.3118405,-0.03,,,0.0,102611624.0
PRLB,"Proto Labs, Inc.",Industrials,Metal Fabrication,United States,1697943040.0,25753000.0,546257984.0,0.02718,0.03844,0.047140002,67.32076,32.32616,1.213,3.1083171,2.485372,0.104,0.384,,0.0,46060624.0
PRM,"Perimeter Solutions, Inc.",Basic Materials,Specialty Chemicals,United States,5073251328.0,-190116000.0,705900992.0,-0.0444,-0.15704,-0.26931998,,15.934256,0.222,7.1869164,4.2106686,0.736,113.973,,0.0,-165193632.0
PRMB,Primo Brands Corporation,Consumer Defensive,Beverages - Non-Alcoholic,United States,8523782656.0,73000000.0,6676400128.0,0.040570002,0.02321,0.00879,123.63158,15.891056,-0.058,1.2767034,2.8829162,0.008,193.098,2.04,2.2105,415537504.0
PRME,"Prime Medicine, Inc.",Healthcare,Biotechnology,United States,536433856.0,-198374000.0,4034000.0,-0.41462,-2.16065,0.0,,-3.4078002,,132.97815,6.988235,-0.411,149.299,,0.0,-78317504.0
PROK,ProKidney Corp.,Healthcare,Biotechnology,United States,528604320.0,-72289000.0,889000.0,-0.30148,-0.49372002,0.0,,-3.0363495,,594.6055,-0.24268478,-0.017,1.438,,0.0,-78626872.0
PRPL,"Purple Innovation, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,43737020.0,-62818000.0,460284000.0,-0.07929,,-0.13648,,-1.9718378,,0.095021814,-1.4667884,-0.081,,,0.0,-20060750.0
PRSU,"Pursuit Attractions and Hospitality, Inc.",Consumer Cyclical,Travel Services,United States,1210755456.0,30964000.0,466480000.0,0.05131,0.07497,0.061880004,41.037037,23.956757,,2.5955143,2.278546,0.374,37.423,,0.0,-38106376.0
PRTA,Prothena Corporation plc,Healthcare,Biotechnology,Ireland,514632320.0,-151176000.0,57940000.0,-0.13781,-0.40298,-2.60918,,-7.503817,,8.882159,1.8867562,17.064,2.448,,0.0,-31584500.0
PRTH,"Priority Technology Holdings, Inc.",Technology,Software - Infrastructure,United States,471895104.0,57173000.0,977937024.0,0.04216,,0.05846,8.185715,4.6303034,0.199,0.4825414,-5.2424517,0.111,,,0.0,76253752.0
PRU,"Prudential Financial, Inc.",Financial Services,Insurance - Life,United States,36163493888.0,3425999872.0,63288999936.0,0.00409,0.10711,0.054759998,10.722966,7.11487,-0.143,0.5714025,1.1309893,0.153,158.972,5.38,0.56130004,10378999808.0
PRVA,"Privia Health Group, Inc.",Healthcare,Health Information Services,United States,2871822080.0,21763000.0,2246592000.0,0.01751,0.03615,0.00969,134.05882,20.922655,-0.333,1.2783016,3.8040395,0.258,1.119,,0.0,110658376.0
PSA,Public Storage,Real Estate,REIT - Industrial,United States,53585338368.0,1704142976.0,4871482880.0,0.07206,0.20175,0.39061,31.53409,30.194431,0.328,10.9998,10.93694,0.032,107.646,3.93,1.2397,2337331968.0
PSFE,Paysafe Limited,Technology,Software - Infrastructure,United Kingdom,386022336.0,-199487008.0,1743111040.0,0.015570001,-0.26992,-0.11444,,2.9004414,,0.22145596,0.5893026,0.104,411.098,,0.0,192118368.0
PSMT,"PriceSmart, Inc.",Consumer Defensive,Discount Stores,United States,5087006208.0,152795008.0,5526520832.0,0.06953,0.12448,0.02822,32.47534,23.354609,0.116,0.9204717,3.7220814,0.097,23.638,0.85,0.26229998,68916752.0
PSN,Parsons Corporation,Technology,Information Technology Services,United States,5745816064.0,227862000.0,6301061120.0,0.04344,0.1103,0.03616,25.698565,14.568308,-0.179,0.91188073,2.1683488,-0.041,61.213,,0.0,274283264.0
PSNY,Polestar Automotive Holding UK PLC,Consumer Cyclical,Auto Manufacturers,Sweden,2036046720.0,-2357231104.0,3058108928.0,-0.14664,,-0.77081,,-3.4970806,,0.6657862,-0.40182036,0.454,,,0.0,-943137856.0
PSTG,Everpure Inc,Technology,Computer Hardware,United States,22405251072.0,188180992.0,3662842880.0,0.01661,0.13675,0.05138,123.27273,23.884089,,6.116902,15.493603,,127.364,,0.0,376732640.0
PSTL,"Postal Realty Trust, Inc.",Real Estate,REIT - Office,United States,831719616.0,13057000.0,100321000.0,0.0312,0.059180003,0.15842,45.557693,43.585453,0.833,8.290584,2.2420974,0.203,104.912,4.14,1.8702,37721752.0
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,United States,71242145792.0,4113999872.0,134485999616.0,0.038,0.14547,0.03066,17.540968,10.911716,-0.568,0.5297365,2.450018,0.069,91.385,2.86,0.48119998,-1134499968.0
PTC,PTC Inc.,Technology,Software - Application,United States,17121423360.0,1246361984.0,2997860096.0,0.119899996,0.344,0.41575,14.239193,17.155773,2.689,5.711215,4.4355006,0.217,35.78,,0.0,986047232.0
PTCT,"PTC Therapeutics, Inc.",Healthcare,Biotechnology,United States,5707743744.0,-186727008.0,827110016.0,-0.015369999,,-0.22576,,24.722185,,6.900828,-27.305555,-0.768,,,0.0,-418121984.0
PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,United States,4673093632.0,-119267000.0,4663417856.0,-0.008169999,-0.036,-0.02558,,428.77048,,1.0020748,1.4790341,-0.127,40.082,3.25,2.1333,344645888.0
PTGX,"Protagonist Therapeutics, Inc.",Healthcare,Biotechnology,United States,6379045376.0,-114711000.0,74063000.0,-0.1237,-0.17063,-1.5488299,,-144.87695,,86.12999,9.718793,0.99,1.491,,0.0,-77664624.0
PTLO,Portillo's Inc.,Consumer Cyclical,Restaurants,United States,291695296.0,15630000.0,738252032.0,0.01828,0.03333,0.021170001,19.190477,15.803923,,0.39511615,0.62,0.035,137.647,,0.0,-35002000.0
PTON,"Peloton Interactive, Inc.",Consumer Cyclical,Leisure,United States,2472384000.0,23200000.0,2445199872.0,0.05885,,0.00949,95.16667,23.211382,,1.0111173,-7.4252276,0.011,,,0.0,397962496.0
PTVE,,,,,,,,,,,,,,,,,,,,
PUBM,"PubMatic, Inc.",Technology,Software - Application,United States,481152832.0,-17486000.0,281668000.0,-0.01857,-0.06641,-0.062080003,,21.21516,,1.7082268,1.85,-0.02,17.007,,0.0,52971624.0
PUMP,ProPetro Holding Corp.,Energy,Oil & Gas Equipment & Services,United States,2078357888.0,-12421000.0,1180427008.0,-0.00393,-0.0136899995,-0.01052,,39.44062,,1.7606831,2.1304677,-0.247,18.926,,0.0,-4043875.0
PVH,PVH Corp.,Consumer Cyclical,Apparel Manufacturing,United States,4096904192.0,25300000.0,8950200320.0,0.042140003,0.00509,0.00283,171.0,6.483819,,0.45774442,0.8499412,0.056,89.761,0.17,0.2885,505787488.0
PWP,Perella Weinberg Partners,Financial Services,Capital Markets,United States,1776049152.0,19625000.0,687988992.0,0.04439,0.13276,0.02853,74.72,12.411961,-0.924,2.5815082,-9.790357,-0.297,79.76,1.5,1.12,
PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,United States,108559507456.0,1104744960.0,30121150464.0,0.04709,0.13534,0.036679998,98.965805,43.981857,0.51,3.6040957,12.002522,0.263,69.121,0.06,0.057600003,1037176768.0
PYPL,"PayPal Holdings, Inc.",Financial Services,Credit Services,United States,39015526400.0,5058999808.0,33734000640.0,0.04738,0.25120002,0.14997,8.298311,7.6565275,-0.062,1.1565639,1.9703314,0.072,58.28,1.27,0.0525,4083500032.0
PYXS,"Pyxis Oncology, Inc.",Healthcare,Biotechnology,United States,124176744.0,-81735000.0,13858000.0,-0.51941,-1.21656,0.0,,-1.5978217,,8.960654,2.3004696,,58.389,,0.0,
PZZA,"Papa John's International, Inc.",Consumer Cyclical,Restaurants,United States,1098927360.0,27500000.0,2014108032.0,0.07835,,0.01418,40.240967,19.1128,-0.222,0.5456149,-2.446528,-0.077,,5.51,2.2169,66995500.0
QBTS,D-Wave Quantum Inc.,Technology,Computer Hardware,United States,10891087872.0,-367998016.0,12444000.0,-0.11784001,-0.5527,0.0,,-77.660675,,875.20795,12.373737,-0.809,4.165,,0.0,-63507248.0
QCOM,QUALCOMM Incorporated,Technology,Semiconductors,United States,251020640256.0,9923999744.0,44486000640.0,0.12692,0.36083,0.22308001,25.636168,22.391518,1.73,5.6426883,9.246059,-0.035,55.979,1.55,0.38279998,9589624832.0
QCRH,"QCR Holdings, Inc.",Financial Services,Banks - Regional,United States,1500409600.0,134780000.0,366755008.0,0.014359999,0.12566,0.36749,11.417085,10.453185,0.309,4.0910406,1.3356063,0.211,,0.44,0.0352,
QDEL,QuidelOrtho Corporation,Healthcare,Medical Devices,United States,808745152.0,-1210899968.0,2657200128.0,0.0051200003,-0.49948,-0.45571,,4.8586645,,0.30435988,0.43625394,-0.105,155.272,,0.0,208575008.0
QFIN,"Qfin Holdings, Inc.",Financial Services,Credit Services,China,1418409472.0,5989690880.0,19205058560.0,0.09928001,0.24691,0.31188,1.8006183,2.351192,-0.41,0.07385603,0.40187845,-0.087,17.805,13.22,0.2385,490676640.0
QGEN,Qiagen N.V.,Healthcare,Diagnostics & Research,Netherlands,7253812224.0,402164992.0,2098862976.0,0.060100004,0.11934,0.19161,17.943876,13.344361,-0.238,3.4560676,2.1771698,0.018,50.036,1.0,0.1341,238874368.0
QLYS,"Qualys, Inc.",Technology,Software - Infrastructure,United States,3605165312.0,201428992.0,684864000.0,0.13851,0.37724,0.29412,18.378815,12.392518,0.101,5.26406,6.3552275,0.098,9.165,,0.0,237364256.0
QNST,"QuinStreet, Inc.",Communication Services,Advertising Agencies,United States,706003584.0,65330000.0,1181889024.0,0.03681,0.23936,0.05528,10.973214,8.067851,0.652,0.59735185,2.2746623,0.283,25.263,,0.0,108470624.0
QRHC,Quest Resource Holding Corporation,Industrials,Waste Management,United States,24165662.0,-7294000.0,243522000.0,0.00753,-0.17571,-0.029949998,,8.214286,,0.099234,0.5949302,-0.098,170.69,,0.0,11688625.0
QRVO,"Qorvo, Inc.",Technology,Semiconductors,United States,9367294976.0,338988992.0,3678516992.0,0.0586,0.10064,0.09215,29.400553,13.6071205,-0.056,2.5464869,2.6663494,-0.07,48.029,,0.0,556697344.0
QS,QuantumScape Corporation,Consumer Cyclical,Auto Parts,United States,5044189696.0,-421425984.0,,-0.23021,-0.37995997,0.0,,-13.272044,,,4.5454545,,6.235,,0.0,-148616128.0
QSI,Quantum-Si incorporated,Healthcare,Medical Devices,United States,230825760.0,-103821000.0,1852000.0,-0.24761,-0.46383,0.0,,-2.9444442,,124.63594,1.147186,-0.694,1.849,,0.0,-45931124.0
QSR,Restaurant Brands International Inc.,Consumer Cyclical,Restaurants,United States,34398674944.0,1079000064.0,9589000192.0,0.06436,0.28136,0.099589996,24.237942,16.973156,1.0,3.5873058,6.994525,0.073,296.409,3.45,0.8071,1650000000.0
QTRX,Quanterix Corporation,Healthcare,Medical Devices,United States,126715088.0,-104187000.0,144979008.0,-0.13387,-0.34814,-0.71863997,,-1.9779412,,0.8740237,0.44870728,0.201,12.524,,0.0,-21983500.0
QTWO,"Q2 Holdings, Inc.",Technology,Software - Application,United States,2887131392.0,73894000.0,821580032.0,0.031689998,0.12772,0.089940004,40.81416,14.281025,4.714,3.5141206,4.724926,0.141,56.223,,0.0,179867632.0
QUAD,"Quad/Graphics, Inc.",Industrials,Specialty Business Services,United States,371744160.0,27400000.0,2371500032.0,0.05313,0.25607002,0.01155,12.431035,5.250013,0.182,0.15675487,2.8531857,-0.077,398.025,5.55,0.5603,63950000.0
QUBT,Quantum Computing Inc.,Technology,Computer Hardware,United States,2776335872.0,-39706000.0,4334000.0,-0.0425,-0.04368,0.0,,-56.81451,,640.59436,1.7379642,93.641,0.341,,0.0,-40361376.0
QUIK,QuickLogic Corporation,Technology,Semiconductors,United States,356429664.0,-12447000.0,14500000.0,-0.17989,-0.49225,-1.02283,,146.25455,,24.581356,14.700293,0.168,14.364,,0.0,
QURE,uniQure N.V.,Healthcare,Biotechnology,Netherlands,1525602432.0,-208868992.0,18093000.0,-0.16982001,-2.2823598,0.0,,-8.541582,,84.32004,7.580696,1.273,365.371,,0.0,-103697624.0
QXO,"QXO, Inc.",Industrials,Industrial Distribution,United States,12089583616.0,-632099968.0,8558900224.0,-0.00733,-0.06769,-0.06021,,22.608295,,1.412516,1.2999064,127.163,38.392,,0.0,-1228572544.0
R,"Ryder System, Inc.",Industrials,Rental & Leasing Services,United States,9440608256.0,493000000.0,12659999744.0,0.039049998,0.16925,0.03902,20.282627,13.948021,0.025,0.7457037,3.1513147,-0.002,305.003,1.49,0.294,723875008.0
RACE,Ferrari N.V.,Consumer Cyclical,Auto Manufacturers,Italy,61356920832.0,1598139008.0,7203091968.0,0.13083,0.41968,0.22187,33.3244,27.917624,0.013,8.518137,13.082135,0.032,72.246,1.21,0.3321,985850240.0
RAMP,"LiveRamp Holdings, Inc.",Technology,Software - Infrastructure,United States,2265312512.0,144776000.0,812940032.0,0.0433,0.15074,0.17954001,16.90583,11.529053,,2.7865677,2.348617,0.092,3.042,,0.0,136486128.0
RAPP,"Rapport Therapeutics, Inc.",Healthcare,Biotechnology,United States,1804031744.0,-107277000.0,20000000.0,-0.19103001,-0.2833,0.0,,-8.441179,,90.201584,3.8243945,,2.291,,0.0,-49431752.0
RARE,Ultragenyx Pharmaceutical Inc.,Healthcare,Biotechnology,United States,2303662848.0,-609000000.0,670000000.0,-0.25451002,,-0.90896004,,24.232063,,3.4383028,-28.180723,-0.022,,,0.0,-219090000.0
RBA,"RB Global, Inc.",Industrials,Specialty Business Services,United States,19509336064.0,403900000.0,4716700160.0,0.040510003,0.07576,0.09551,48.706974,21.386835,0.2,4.1362257,3.4721487,0.114,72.778,1.18,0.56740004,681275008.0
RBB,RBB Bancorp,Financial Services,Banks - Regional,United States,402396704.0,40958000.0,126839000.0,0.00999,0.078660004,0.32291,10.067797,9.713819,4.109,3.1725,0.7640117,0.61,,2.7,0.2712,
RBBN,Ribbon Communications Inc.,Technology,Software - Application,United States,491428000.0,31374000.0,825883008.0,0.00287,0.07835,0.03799,16.411764,14.307693,,0.5950334,1.1683416,-0.103,95.53,,0.0,47803876.0
RBC,RBC Bearings Incorporated,Industrials,Tools & Accessories,United States,17714221056.0,287600000.0,1870899968.0,0.05638,0.08998,0.15371999,61.736496,34.16744,0.256,9.468288,5.429134,0.183,29.497,,0.0,254175008.0
RBCAA,"Republic Bancorp, Inc.",Financial Services,Banks - Regional,United States,1557843968.0,126618000.0,372513984.0,0.01767,0.11683,0.33990002,12.25463,11.995469,-0.101,4.1819744,1.4077791,-0.113,,2.5,0.2852,
RBLX,Roblox Corporation,Communication Services,Electronic Gaming & Multimedia,United States,34481537024.0,-1096056960.0,5297550848.0,-0.08785,-3.11935,-0.2069,,-39.847427,,6.5089583,86.463196,0.393,435.036,,0.0,1203860608.0
RBRK,,Technology,Software - Infrastructure,United States,13704876032.0,-348828000.0,1316190976.0,-0.10306,,-0.26503,,114.28031,,10.412528,-25.92059,0.463,,,0.0,392845120.0
RC,Ready Capital Corporation,Real Estate,REIT - Mortgage,United States,299625696.0,-513884000.0,-238199008.0,-0.06118,-0.28491,0.0,,-3.1072962,,-1.2578797,0.24354143,,324.322,2.21,0.9128,
RCAT,"Red Cat Holdings, Inc.",Industrials,Aerospace & Defense,United States,1432129280.0,-75505000.0,54570000.0,-0.29799,-0.56421,-1.3836399,,-26.138887,,26.243895,4.596971,8.491,5.778,,0.0,-89164896.0
RCEL,"AVITA Medical, Inc.",Healthcare,Medical Devices,United States,140957232.0,-45339000.0,72347000.0,-0.40782002,,-0.62669,,-10.354768,,1.9483494,-8.403669,0.04,,,0.0,-18312124.0
RCKT,"Rocket Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,323212928.0,-209383008.0,,-0.35137,-0.64408,0.0,,-2.5517242,,,1.3571756,,10.403,,0.0,-98859872.0
RCKY,"Rocky Brands, Inc.",Consumer Cyclical,Footwear & Accessories,United States,269603712.0,18592000.0,492304000.0,0.04246,0.076079994,0.03777,14.473684,8.740831,-0.747,0.5476366,1.0643365,0.091,51.664,1.9,0.25100002,4402375.0
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Travel Services,United States,68684734464.0,4479000064.0,18388000768.0,0.0808,0.49576,0.24358,15.625382,12.801044,0.289,3.735302,7.001477,0.113,217.312,1.95,0.2593,-194875008.0
RCUS,"Arcus Biosciences, Inc.",Healthcare,Biotechnology,United States,2946865152.0,-369000000.0,236000000.0,-0.23107,-0.69953,-1.56356,,-7.5,,12.486716,5.6119757,-0.393,21.565,,0.0,-156000000.0
RDDT,"Reddit, Inc.",Communication Services,Internet Content & Information,United States,27272755200.0,707544000.0,2473555968.0,0.13109,0.26221,0.28604,40.477142,16.041569,6.75,11.025728,8.572553,0.691,0.669,,0.0,564094656.0
RDFN,,,,,,,,,,,,,,,,,,,,
RDN,Radian Group Inc.,Financial Services,Insurance - Specialty,United States,4830989312.0,595555008.0,1370475008.0,0.056900002,0.12677,0.4102,8.468532,6.6223116,-0.09,3.5250473,1.0295285,0.588,28.68,2.81,0.2378,275715616.0
RDNT,"RadNet, Inc.",Healthcare,Diagnostics & Research,United States,4277702656.0,-14192000.0,2144441984.0,0.015800001,0.017719999,-0.00662,,57.66805,,1.9947859,3.863362,0.221,142.999,,0.0,190466128.0
RDVT,"Red Violet, Inc.",Technology,Software - Application,United States,714475776.0,14102000.0,94079000.0,0.08849,0.14362,0.1499,52.206184,31.163076,0.25,7.594424,7.1003923,0.174,2.602,,0.0,12519500.0
RDW,Redwire Corporation,Industrials,Aerospace & Defense,United States,3479088384.0,-343864000.0,370958016.0,-0.15016,-0.48749,-0.809,,-42.658535,,9.378658,3.1823144,0.579,11.325,,0.0,-71324128.0
RDWR,Radware Ltd.,Technology,Software - Infrastructure,Israel,1242695936.0,19780000.0,309640992.0,0.01132,0.05387,0.06284,67.11364,22.427794,-0.179,4.0133443,3.657872,0.107,4.445,,0.0,32292500.0
RDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,India,11354587136.0,42850000896.0,335933014016.0,0.05817,0.11835,0.12755999,26.153849,20.134604,-0.862,0.03380015,17.282185,-0.116,20.328,0.61,0.1593,1741124992.0
REAL,"The RealReal, Inc.",Consumer Cyclical,Luxury Goods,United States,1108487040.0,-65263000.0,722526976.0,-0.02152,,-0.09033,,40.979954,,1.5341809,-3.0841434,0.185,,,0.0,19607124.0
